Name,Intelligence,Strength,Speed,Durability,Power,Combat,Tier,SuperPowers,Universe,Alignment,Gender
Alec,85,25,25,25,25,75,1,"Durability,Peak Human Condition,Stamina,Super Speed,Super Strength,Endurance,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Enhanced Touch,Marksmanship,Master Martial Artist,Master Tactician,Reflexes,Vehicular Mastery,Vision - Night,Vision - Telescopic,Weapons Master,Acrobatics,Adaptation,Agility,Dexterity,Jump,Regeneration,Toxin and Disease Resistance",Dark Angel - James Cameron's Dark Angel,Good,Male
Ames White,80,25,17,25,30,70,1,"Durability,Pain Suppression,Peak Human Condition,Stamina,Super Speed,Super Strength,Endurance,Marksmanship,Master Martial Artist,Master Tactician,Weapons Master,Acrobatics,Agility,Dexterity,Enhanced Sight,Indomitable Will,Jump,Telekinesis,Toxin and Disease Resistance",Dark Angel - James Cameron's Dark Angel,Bad,Male
Asha Barlow,55,6,6,25,0,25,1,"Intelligence,Endurance,Indomitable Will",Dark Angel - James Cameron's Dark Angel,Good,Female
Ben,85,25,25,25,25,70,1,"Durability,Peak Human Condition,Stamina,Super Speed,Super Strength,Endurance,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Enhanced Touch,Insanity,Marksmanship,Master Martial Artist,Master Tactician,Reflexes,Vehicular Mastery,Vision - Night,Vision - Telescopic,Weapons Master,Acrobatics,Adaptation,Agility,Dexterity,Jump,Regeneration,Toxin and Disease Resistance",Dark Angel - James Cameron's Dark Angel,Bad,Male
Brin,85,25,25,25,25,70,1,"Durability,Peak Human Condition,Stamina,Super Speed,Super Strength,Endurance,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Enhanced Touch,Marksmanship,Master Martial Artist,Master Tactician,Reflexes,Vehicular Mastery,Vision - Night,Vision - Telescopic,Weapons Master,Acrobatics,Adaptation,Agility,Dexterity,Indomitable Will,Jump,Regeneration,Toxin and Disease Resistance",Dark Angel - James Cameron's Dark Angel,Good,Female
Dark Angel,85,25,25,25,25,80,1,"Durability,Peak Human Condition,Stamina,Super Speed,Super Strength,Endurance,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Enhanced Touch,Marksmanship,Master Martial Artist,Master Tactician,Reflexes,Vehicular Mastery,Vision - Night,Vision - Telescopic,Weapons Master,Acrobatics,Adaptation,Agility,Dexterity,Indomitable Will,Jump,Regeneration,Toxin and Disease Resistance",Dark Angel - James Cameron's Dark Angel,Good,Female
Detective Matt Sung,55,6,6,10,5,60,1,"Intelligence,Peak Human Condition,Stamina,Marksmanship,Endurance,Master Martial Artist,Master Tactician,Weapons Master",Dark Angel - James Cameron's Dark Angel,Good,Male
Donald Lydecker,60,6,6,10,5,60,1,"Intelligence,Marksmanship,Master Tactician,Weapons Master,Indomitable Will,Master Martial Artist",Dark Angel - James Cameron's Dark Angel,Bad,Male
Elizabeth Renfro,60,6,6,10,5,50,1,"Intelligence,Stamina,Marksmanship,Master Tactician,Endurance,Indomitable Will,Master Martial Artist,Weapons Master",Dark Angel - James Cameron's Dark Angel,Bad,Female
Eyes Only,70,6,6,10,5,20,1,"Intelligence,Stamina,Information Analysis,Master Tactician,Endurance,Indomitable Will,Weapons Master",Dark Angel - James Cameron's Dark Angel,Good,Male
Herbal Thought,55,6,6,10,0,10,1,"Intelligence,Peak Human Condition",Dark Angel - James Cameron's Dark Angel,,Male
Joshua,65,25,25,25,25,45,1,"Durability,Enhanced Hearing,Enhanced Smell,Peak Human Condition,Stamina,Super Speed,Super Strength,Acrobatics,Agility,Endurance,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Touch,Reflexes,Vision - Night,Vision - Telescopic,Adaptation,Dexterity,Indomitable Will,Jump,Master Martial Artist,Regeneration,Toxin and Disease Resistance",Dark Angel - James Cameron's Dark Angel,Good,Male
Normal,55,6,6,10,0,5,1,Intelligence,Dark Angel - James Cameron's Dark Angel,Good,Male
Original Cindy,55,6,6,10,0,10,1,Intelligence,Dark Angel - James Cameron's Dark Angel,Good,Female
Sketchy,50,6,6,10,0,10,1,"Acrobatics,Agility",Dark Angel - James Cameron's Dark Angel,Good,Male
Thula,80,25,25,25,25,80,1,"Durability,Pain Suppression,Peak Human Condition,Stamina,Super Speed,Super Strength,Acrobatics,Agility,Dexterity,Endurance,Marksmanship,Master Martial Artist,Master Tactician,Reflexes,Weapons Master,Enhanced Sight,Indomitable Will,Jump,Telekinesis,Toxin and Disease Resistance",Dark Angel - James Cameron's Dark Angel,Bad,Female
Tinga,85,25,25,25,25,75,1,"Durability,Peak Human Condition,Stamina,Super Speed,Super Strength,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Enhanced Touch,Marksmanship,Master Martial Artist,Master Tactician,Reflexes,Vehicular Mastery,Vision - Night,Vision - Telescopic,Weapons Master,Acrobatics,Adaptation,Agility,Dexterity,Endurance,Jump,Regeneration,Toxin and Disease Resistance",Dark Angel - James Cameron's Dark Angel,Good,Female
Zack,85,25,25,25,25,75,1,"Durability,Peak Human Condition,Stamina,Super Speed,Super Strength,Endurance,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Enhanced Touch,Marksmanship,Master Martial Artist,Master Tactician,Reflexes,Vehicular Mastery,Vision - Night,Vision - Telescopic,Weapons Master,Acrobatics,Adaptation,Agility,Dexterity,Indomitable Will,Jump,Regeneration,Toxin and Disease Resistance",Dark Angel - James Cameron's Dark Angel,Good,Male
Aang (Avatar State),55,75,80,55,85,100,4,"Acrobatics,Agility,Astral Travel,Attack Reflection,Body Puppetry,Cryokinesis,Durability,Electrical Transport,Electricity Absorption,Element Control,Fire Control,Flight,Heat Generation,Instinctive Reaction,Marksmanship,Master Martial Artist,Peak Human Condition,Super Breath,Super Speed,Super Strength,Terrakinesis,Water Control,Weapon-based Powers,Weapons Master,Wind Control,Awakened Power,Blood Manipulation,Electrokinesis,Endurance,Enhanced Memory,Enhanced Senses,Enhanced Sight,Force Fields,Gliding,Heat Resistance,Longevity,Metal Manipulation,Non-Physical Interaction,Postcognition,Seismic Power,Cosmic Awareness,Energy Absorption,Fire Resistance,Matter Manipulation,Weapon Creation",Avatar,Good,Male
Aang,60,25,50,25,80,95,3,"Accelerated Development,Acrobatics,Agility,Air Control,Chi Manipulation,Dexterity,Durability,Element Control,Enhanced Senses,Fire Control,Gliding,Heal,Intelligence,Longevity,Marksmanship,Master Martial Artist,Peak Human Condition,Power Nullifier,Reflexes,Seismic Power,Stamina,Super Speed,Super Strength,Terrakinesis,Vibration Manipulation,Water Control,Wind Control,Accelerated Healing,Adaptation,Astral Projection,Astral Travel,Cold Resistance,Cryokinesis,Danger Sense,Electrokinesis,Emotional Power Up,Endurance,Energy Blasts,Energy Manipulation,Energy Resistance,Enhanced Condition,Enhanced Hearing,Enhanced Memory,Enhanced Sight,Enhanced Smell,Enhanced Touch,Fire Resistance,Flight,Force Fields,Heat Generation,Heat Resistance,Indomitable Will,Jump,Levitation,Luck,Master Tactician,Preparation,Pressure Points,Radar Sense,Reactive Power Level,Shockwaves Generation,Social Influencing,Spatial Awareness,Statistics Amplification,Stealth,Super Breath,Surface Scaling,Vision - Night,Vitakinesis,Weapons Master,Berserk Mode,Metal Manipulation,Underwater breathing,Weather Control",Avatar,Good,Male
Amon,0,0,0,0,0,0,0,Null,Avatar,Bad,Male
Appa,40,25,20,25,25,25,1,"Animal Attributes,Flight,Air Control,Endurance,Gliding,Large Size,Wind Control,Cold Resistance,Sonic Scream",Avatar,Good,Male
Avatar Korra,45,25,50,25,75,45,3,"Accelerated Development,Acrobatics,Agility,Air Control,Chi Manipulation,Dexterity,Durability,Element Control,Energy Manipulation,Enhanced Condition,Enhanced Senses,Fire Control,Heal,Intelligence,Master Martial Artist,Peak Human Condition,Reflexes,Seismic Power,Stamina,Super Speed,Super Strength,Terrakinesis,Water Control,Wind Control,Adaptation,Astral Projection,Astral Travel,Berserk Mode,Cold Resistance,Cryokinesis,Danger Sense,Emotional Power Up,Endurance,Energy Blasts,Energy Resistance,Enhanced Hearing,Enhanced Memory,Enhanced Sight,Enhanced Smell,Enhanced Thievery,Enhanced Touch,Extrasensory Perception,Fire Resistance,Flight,Heat Generation,Heat Resistance,Indomitable Will,Jump,Levitation,Marksmanship,Metal Manipulation,Power Bestowal,Power Nullifier,Radar Sense,Reactive Power Level,Shockwaves Generation,Soul Manipulation,Statistics Amplification,Stealth,Super Breath,Vision - Night,Vitakinesis,Weapons Master,Underwater breathing,Weather Control",Avatar,Good,Female
Bolin,55,25,20,25,55,60,2,"Durability,Element Control,Peak Human Condition,Stamina,Terrakinesis,Endurance,Heat Generation,Heat Resistance,Lava Manipulation,Magma Manipulation,Marksmanship,Master Martial Artist,Agility,Jump",Avatar,Good,Male
Fire Lord,0,0,0,0,0,0,0,Null,Avatar,Bad,Male
Genji,75,25,25,25,25,75,3,"Accelerated Development,Accelerated Healing,Agility,Avatar Creation,Durability,Element Control,Elemental Transmogrification,Energy Manipulation,Fire Control,Heal,Indomitable Will,Intelligence,Master Martial Artist,Metal Manipulation,Peak Human Condition,Reflexes,Sand Manipulation,Stamina,Super Speed,Super Strength,Terrakinesis,Water Control,Willpower Inducement,Wind Control,Adaptation,Awakened Power,Bullet Time,Chi Manipulation,Cryokinesis,Danger Sense,Dexterity,Electrokinesis,Energy Blasts,Energy Resistance,Enhanced Condition,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Enhanced Thievery,Enhanced Touch,Fire Resistance,Hope Inducement,Jump,Levitation,Longevity,Luck,Marksmanship,Master Tactician,Power Nullifier,Radar Sense,Statistics Amplification,Stealth,Underwater breathing,Vitakinesis,Berserk Mode",Avatar,Good,Male
Ghazan,0,0,0,0,0,0,0,Null,Avatar,,
Ikki,50,1,20,10,50,45,1,"Acrobatics,Agility,Air Control,Element Control,Gliding,Vortex Creation,Wind Control,Flight",Avatar,Good,Female
Jeong Jeong,70,20,35,15,30,90,2,"Acrobatics,Agility,Dexterity,Durability,Element Control,Fire Control,Intelligence,Marksmanship,Master Martial Artist,Master Tactician,Peak Human Condition,Stamina,Super Speed,Super Strength,Cold Resistance,Endurance,Energy Beams,Energy Blasts,Enhanced Condition,Enhanced Senses,Fire Resistance,Force Fields,Heat Generation,Heat Resistance,Indomitable Will,Jump,Levitation,Reflexes,Stealth,Weapons Master,Flight",Avatar,Good,Male
Jinora,55,1,20,10,60,55,1,"Air Control,Intelligence,Acrobatics,Agility,Astral Projection,Element Control,Enhanced Senses,Gliding,Vortex Creation,Wind Control,Dimensional Travel,Flight",Avatar,Good,Female
Kai,0,0,0,0,0,0,0,Null,Avatar,,
Katara (Full Moon),60,25,25,25,25,65,2,"Agility,Awakened Power,Blood Manipulation,Body Puppetry,Cold Resistance,Cryokinesis,Dexterity,Durability,Element Control,Enhanced Senses,Force Fields,Heal,Plant Control,Reflexes,Stamina,Vitakinesis,Water Control,Stealth",Avatar,Good,Female
Katara,60,25,20,25,70,65,2,"Agility,Cold Resistance,Cryokinesis,Durability,Element Control,Endurance,Heal,Stamina,Vitakinesis,Water Control,Dexterity,Enhanced Senses,Force Fields,Plant Control,Blood Manipulation,Body Puppetry",Avatar,Good,Female
Korra (Avatar State),0,0,0,0,0,0,0,Null,Avatar,Good,Female
Kya,55,20,20,10,60,55,1,"Cold Resistance,Cryokinesis,Durability,Heal,Vitakinesis,Water Control,Dexterity,Element Control,Endurance,Force Fields,Plant Control,Agility,Master Martial Artist",Avatar,Good,Female
Mako,55,20,20,15,55,65,2,"Element Control,Fire Control,Fire Resistance,Heat Generation,Electricity Resistance,Electrokinesis,Energy Blasts,Heat Resistance,Jump,Master Martial Artist,Reflexes,Attack Reflection",Avatar,Good,Male
Meelo,50,1,20,10,50,40,1,"Acrobatics,Agility,Air Control,Element Control,Gliding,Vortex Creation,Wind Control,Flight",Avatar,Good,Male
Ming Hua,45,20,25,25,65,45,2,"Acrobatics,Agility,Cold Resistance,Cryokinesis,Element Control,Enhanced Senses,Heal,Peak Human Condition,Stamina,Tentacles,Water Control,Adaptation,Force Fields,Instinctive Reaction,Master Martial Artist,Master Tactician,Reflexes,Vitakinesis,Weapon Creation,Multiple Limbs,Natural Weapons",Avatar,Bad,Female
Momo,40,1,20,5,20,5,1,"Acrobatics,Flight,Gliding",Avatar,Good,Male
Pakku,65,20,30,15,30,85,2,"Acrobatics,Agility,Cryokinesis,Dexterity,Durability,Element Control,Marksmanship,Master Martial Artist,Peak Human Condition,Stamina,Super Speed,Super Strength,Water Control,Cold Resistance,Endurance,Enhanced Condition,Enhanced Senses,Jump,Master Tactician,Plant Control,Reflexes,Stealth,Weapon Creation",Avatar,Good,Male
Piandao,75,10,35,15,15,100,1,"Acrobatics,Agility,Dexterity,Durability,Information Analysis,Intelligence,Marksmanship,Master Martial Artist,Peak Human Condition,Stamina,Super Speed,Super Strength,Swordsmanship,Weapons Master,Bullet Time,Cold Resistance,Endurance,Enhanced Hearing,Enhanced Senses,Enhanced Sight,Grappling/Climbing,Indomitable Will,Jump,Master Tactician,Reflexes,Stealth,Weapon-based Powers,Spatial Awareness",Avatar,Good,Male
Princess Azula,55,25,25,25,25,85,2,"Acrobatics,Agility,Durability,Electrokinesis,Element Control,Fire Control,Fire Resistance,Heat Generation,Heat Resistance,Intelligence,Peak Human Condition,Reflexes,Stamina,Super Speed,Super Strength,Adaptation,Attack Reflection,Danger Sense,Dexterity,Electrical Transport,Electricity Absorption,Electricity Resistance,Energy Beams,Energy Blasts,Energy Resistance,Enhanced Thievery,Fear Inducement,Insanity,Jump,Marksmanship,Master Martial Artist,Master Tactician,Stealth,Flight",Avatar,Bad,Female
Raava,0,0,0,0,0,0,0,Null,Avatar,,
Suki,0,0,0,0,0,0,0,Null,Avatar,,
Toph Beifong,55,55,25,25,70,90,2,"Agility,Durability,Element Control,Enhanced Senses,Intelligence,Master Martial Artist,Peak Human Condition,Reflexes,Seismic Power,Stamina,Terrakinesis,Vibration Manipulation,Accelerated Development,Danger Sense,Dexterity,Endurance,Enhanced Hearing,Enhanced Thievery,Extrasensory Perception,Indomitable Will,Levitation,Magnetism,Metal Manipulation,Radar Sense,Stealth,Jump,Luck,Spatial Awareness",Avatar,Good,Female
Vaatu,70,5,25,25,60,60,2,"Wind Control,Flight",Avatar,Bad,Male
Zuko,65,25,30,25,50,75,2,"Acrobatics,Agility,Durability,Element Control,Fire Control,Fire Resistance,Heat Generation,Heat Resistance,Intelligence,Jump,Peak Human Condition,Reflexes,Stamina,Super Breath,Super Speed,Super Strength,Adaptation,Attack Reflection,Danger Sense,Electrical Transport,Electricity Absorption,Electricity Resistance,Endurance,Energy Beams,Energy Blasts,Energy Resistance,Marksmanship,Master Martial Artist,Stealth",Avatar,Good,Male
Atlas Destroyer,0,0,0,0,0,0,0,Null,Pacific Rim,Good,
Bracer Phoenix,55,75,25,25,55,40,3,"Cold Resistance,Endurance,Fire Resistance,Heat Resistance,Invulnerability,Large Size,Marksmanship,Multiple Personalities,Self-Sustenance,Toxin and Disease Resistance,Weapon-based Powers,Elasticity,Electricity Resistance,Energy Blasts,Energy Resistance,Enhanced Senses,Explosion Manipulation,Radar Sense,Radiation Immunity,Reflexes,Dexterity,Weapon Creation",Pacific Rim,Good,
Cherno Alpha,55,75,25,25,40,40,2,"Cold Resistance,Endurance,Heat Resistance,Invulnerability,Large Size,Self-Sustenance,Toxin and Disease Resistance,Weapon-based Powers,Electricity Resistance,Electrokinesis,Enhanced Senses,Fire Control,Fire Resistance,Mechanical Aptitude,Radar Sense,Radiation Immunity,Damage Boost,Energy Resistance,Master Martial Artist,Multiple Personalities,Radiation Control,Rage Inducement,Self-Destruction,Vehicular Mastery",Pacific Rim,Good,
Coyote Tango,55,75,25,25,55,60,2,"Durability,Endurance,Intelligence,Stamina,Super Speed,Super Strength,Agility,Cold Resistance,Electricity Resistance,Energy Beams,Energy Blasts,Energy Resistance,Fire Resistance,Heat Generation,Heat Resistance,Invulnerability,Jump,Marksmanship,Radiation Immunity,Reflexes,Weapon-based Powers,Weapons Master",Pacific Rim,Good,Male
Crimson Typhoon,55,75,25,25,25,65,2,"Cold Resistance,Dexterity,Endurance,Energy Blasts,Heat Resistance,Large Size,Self-Sustenance,Toxin and Disease Resistance,Weapon-based Powers,Agility,Electricity Resistance,Enhanced Senses,Enhanced Sight,Fire Resistance,Invulnerability,Jump,Master Martial Artist,Multiple Personalities,Radar Sense,Reflexes,Vision - Telescopic,Acrobatics,Damage Reduction,Energy Resistance,Marksmanship,Multiple Limbs,Radiation Immunity",Pacific Rim,Good,
Gipsy Avenger,65,90,25,25,60,60,2,"Durability,Intelligence,Stamina,Super Speed,Super Strength,Weapon-based Powers,Acrobatics,Cold Resistance,Endurance,Energy Beams,Energy Blasts,Energy Resistance,Fire Resistance,Heat Resistance,Jump,Underwater breathing,Changing Armor,Gravity Control,Invulnerability,Telekinesis,Weapons Master",Pacific Rim,Good,
Gipsy Danger,55,90,25,25,55,60,2,"Durability,Intelligence,Stamina,Super Speed,Super Strength,Weapon-based Powers,Agility,Cold Resistance,Endurance,Energy Beams,Energy Blasts,Energy Resistance,Fire Resistance,Heat Resistance,Jump,Master Martial Artist,Reflexes,Underwater breathing,Acrobatics,Changing Armor,Invulnerability,Stealth",Pacific Rim,Good,
Guardian Bravo,55,75,25,25,55,40,3,"Cold Resistance,Electricity Resistance,Electrokinesis,Fire Resistance,Heat Resistance,Large Size,Self-Sustenance,Toxin and Disease Resistance,Weapon-based Powers,Endurance,Energy Resistance,Enhanced Senses,Invulnerability,Jump,Marksmanship,Radar Sense,Reflexes,Acrobatics,Dexterity,Elasticity,Energy Blasts,Explosion Manipulation,Weapons Master",Pacific Rim,Good,
Hakuja,50,75,25,25,45,45,3,"Amphibious Respiration,Animal Attributes,Dig,Endurance,Fire Resistance,Heat Resistance,Large Size,Multiple Limbs,Natural Armor,Natural Weapons,Agility,Cold Resistance,Electricity Resistance,Energy Resistance,Enhanced Senses,Heat Generation,Invulnerability,Jaw Strength,Jump,Toxin and Disease Resistance,Accelerated Healing,Corruption",Pacific Rim,Bad,
